Ensembl_ID	Gene_Symbol	Chromosome	Start	End	Length	GC_Content	Strand	Biotype	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	weight	WT4	WT1	WT2	KO5	KO4	KO3	wild_type	knock_out
ENSMUSG00000105449	Gm43379	3	135133924	135141649	7726	38.44	-1	TEC	predicted gene 43379 [Source:MGI Symbol;Acc:MGI:5663516]	32.5	-0.27	0.27	-1.00442465495388	0.315174	0.6304917	1.466	27.9	36.8	46.3	24.4	31.3	28.3	37	28
ENSMUSG00000104874	Gm43387	3	103689230	103690295	1066	38.93	-1	lncRNA	predicted gene 43387 [Source:MGI Symbol;Acc:MGI:5663524]	2.8	-0.12	0.21	-0.560757996991119	0.5749625	1	0	0.9	6.4	3.2	4.3	1	1.2	3.5	2.2
ENSMUSG00000106665	Gm43389	5	24358292	24360886	2595	37.42	1	TEC	predicted gene 43389 [Source:MGI Symbol;Acc:MGI:5663526]	14.5	-0.46	0.28	-1.62442164052094	0.1042859	0.379781	1.636	21.8	14.4	22.3	5.7	5.2	17.7	19.5	9.5
ENSMUSG00000105594	Gm43398	5	143381258	143383999	2742	47.67	1	TEC	predicted gene 43398 [Source:MGI Symbol;Acc:MGI:5663535]	4.4	-0.11	0.22	-0.487560927180908	0.6258609	1	0	7.8	4.8	3.2	0	1	9.4	5.3	3.5
ENSMUSG00000106991	Gm43399	5	119733896	119736269	2374	47.01	-1	TEC	predicted gene 43399 [Source:MGI Symbol;Acc:MGI:5663536]	11.8	-0.37	0.28	-1.2990353010705	0.1939318	1	0.03	10.4	16.8	18.3	4.3	12.5	8.2	15.2	8.3
ENSMUSG00000105676	Gm43403	3	137568350	137570135	1786	48.04	-1	lncRNA	predicted gene 43403 [Source:MGI Symbol;Acc:MGI:5663540]	4	-0.05	0.24	-0.216146816906558	0.8288733	1	0	1.7	5.6	5.6	5.7	2.1	3.5	4.3	3.8
ENSMUSG00000105979	Gm43411	5	123044885	123046463	1579	44.78	-1	TEC	predicted gene 43411 [Source:MGI Symbol;Acc:MGI:5663548]	2.7	-0.25	0.2	-1.26188056340322	0.2069918	1	0	3.5	8.8	0.8	0	2.1	1.2	4.4	1.1
ENSMUSG00000105107	Gm43412	5	123174063	123176880	2818	49.18	1	TEC	predicted gene 43412 [Source:MGI Symbol;Acc:MGI:5663549]	5.1	-0.5	0.25	-1.96081874835265	0.04990017	1	0	6.1	12	6.4	2.9	2.1	1.2	8.2	2
ENSMUSG00000104951	Gm43413	5	123248759	123250324	1566	48.21	1	TEC	predicted gene 43413 [Source:MGI Symbol;Acc:MGI:5663550]	20.2	-0.17	0.28	-0.600240668455345	0.5483459	0.757374	1.636	20.9	19.2	26.3	17.2	20.8	16.5	22.1	18.2
ENSMUSG00000106993	Gm43417	5	74208960	74214166	5207	46.86	-1	TEC	predicted gene 43417 [Source:MGI Symbol;Acc:MGI:5663554]	15.6	-0.9	0.28	-3.15873329013914	0.001584564	0.06863242	1.032	20	22.4	30.3	7.2	5.2	8.2	24.3	6.9
ENSMUSG00000083911	Gm4342	8	124580568	124580934	367	52.86	1	processed_pseudogene	predicted gene 4342 [Source:MGI Symbol;Acc:MGI:3782526]	41.7	0.01	0.26	0.0352947031008623	0.9718447	0.8431646	2.239	30.5	49.6	43.9	53	35.4	37.7	41.3	42.1
ENSMUSG00000106115	Gm43420	5	121540721	121542577	1857	46.58	1	TEC	predicted gene 43420 [Source:MGI Symbol;Acc:MGI:5663557]	14.8	-0.25	0.28	-0.894828864682676	0.3708786	0.7168766	1.265	17.4	20	14.4	14.3	7.3	15.3	17.3	12.3
ENSMUSG00000104706	Gm43421	5	106800675	106803579	2905	41.27	-1	TEC	predicted gene 43421 [Source:MGI Symbol;Acc:MGI:5663558]	11.1	-0.29	0.26	-1.11936248734634	0.2629855	1	0.027	10.4	11.2	22.3	7.2	0	15.3	14.7	7.5
ENSMUSG00000106643	Gm43422	5	107279984	107283554	3571	42.68	-1	TEC	predicted gene 43422 [Source:MGI Symbol;Acc:MGI:5663559]	24.3	-0.51	0.28	-1.8124969449182	0.06990945	0.3268995	1.581	21.8	30.4	44.7	7.2	14.6	27.1	32.3	16.3
ENSMUSG00000105033	Gm43423	5	107306344	107308437	2094	45.99	-1	TEC	predicted gene 43423 [Source:MGI Symbol;Acc:MGI:5663560]	16.7	-0.75	0.28	-2.63864156422817	0.008323894	0.146044	1.265	19.2	27.2	28.7	2.9	9.4	13	25	8.4
ENSMUSG00000107325	Gm43425	18	44954836	44958126	3291	40.2	1	TEC	predicted gene 43425 [Source:MGI Symbol;Acc:MGI:5663562]	1.9	-0.08	0.18	-0.4645219838963	0.6422738	1	0	2.6	3.2	1.6	0	4.2	0	2.5	1.4
ENSMUSG00000106214	Gm43426	5	48215393	48217989	2597	36.31	1	TEC	predicted gene 43426 [Source:MGI Symbol;Acc:MGI:5663563]	122.7	-1.13	0.24	-4.7565406271954	1.969386e-06	0.0005484076	1.355	146.3	223.4	169.9	47.3	58.3	90.7	179.9	65.5
ENSMUSG00000105681	Gm43428	3	135577874	135581718	3845	38.88	1	TEC	predicted gene 43428 [Source:MGI Symbol;Acc:MGI:5663565]	4.7	-0.29	0.25	-1.16982455546431	0.2420716	1	0	4.4	11.2	4	4.3	2.1	2.4	6.5	2.9
ENSMUSG00000106290	Gm43429	3	135566109	135568359	2251	40.87	1	TEC	predicted gene 43429 [Source:MGI Symbol;Acc:MGI:5663566]	3.2	0.14	0.23	0.593927766632984	0.5525604	1	0	3.5	0.8	3.2	4.3	5.2	2.4	2.5	4
ENSMUSG00000106149	Gm43430	3	135356431	135360327	3897	45.7	-1	TEC	predicted gene 43430 [Source:MGI Symbol;Acc:MGI:5663567]	21.8	-0.71	0.28	-2.5314227442664	0.01136008	0.1522945	1.581	24.4	37.6	29.5	11.5	11.5	16.5	30.5	13.1
ENSMUSG00000105810	Gm43435	3	108462783	108464220	1438	41.03	1	TEC	predicted gene 43435 [Source:MGI Symbol;Acc:MGI:5663572]	2.2	0.13	0.21	0.60106324165132	0.5477979	1	0	0.9	2.4	1.6	2.9	2.1	3.5	1.6	2.8
ENSMUSG00000104965	Gm43437	3	57544304	57548258	3955	41.34	-1	TEC	predicted gene 43437 [Source:MGI Symbol;Acc:MGI:5663574]	9.3	0.09	0.28	0.335680661276602	0.7371117	1	0.03	11.3	4.8	9.6	11.5	10.4	8.2	8.6	10
ENSMUSG00000105243	Gm43444	3	120814135	120814425	291	42.96	-1	TEC	predicted gene 43444 [Source:MGI Symbol;Acc:MGI:5663581]	2.3	0.05	0.18	0.300004092616867	0.764174	1	0	3.5	2.4	0	0	2.1	5.9	2	2.7
ENSMUSG00000104969	Gm43445	3	143902933	143905023	2091	48.54	-1	lncRNA	predicted gene 43445 [Source:MGI Symbol;Acc:MGI:5663582]	8.3	-0.46	0.28	-1.66252310137593	0.09640794	1	0.031	7.8	12	15.2	7.2	4.2	3.5	11.7	5
ENSMUSG00000106678	Gm43457	5	34644658	34647066	2409	45.95	1	TEC	predicted gene 43457 [Source:MGI Symbol;Acc:MGI:5663594]	27.5	-0.3	0.28	-1.05428682309382	0.2917516	0.612349	1.466	16.5	43.2	37.5	15.8	25	27.1	32.4	22.6
ENSMUSG00000106891	Gm43460	5	147365640	147366696	1057	43.71	1	TEC	predicted gene 43460 [Source:MGI Symbol;Acc:MGI:5663597]	10.1	-0.36	0.27	-1.31884986339873	0.1872193	1	0.005	7	9.6	23.9	4.3	5.2	10.6	13.5	6.7
ENSMUSG00000107336	Gm43461	5	147364548	147365543	996	43.27	1	TEC	predicted gene 43461 [Source:MGI Symbol;Acc:MGI:5663598]	11.2	-0.03	0.28	-0.111638519316616	0.91111	1	0.031	9.6	11.2	13.6	14.3	9.4	9.4	11.4	11
ENSMUSG00000105561	Gm43462	3	100534613	100538260	3648	37.64	-1	lncRNA	predicted gene 43462 [Source:MGI Symbol;Acc:MGI:5663599]	57.3	-0.57	0.27	-2.10376659440556	0.03539881	0.2490531	1.601	47	98.5	76.6	58.8	21.9	41.2	74	40.6
ENSMUSG00000106184	Gm43463	3	100585608	100587410	1803	43.48	-1	lncRNA	predicted gene 43463 [Source:MGI Symbol;Acc:MGI:5663600]	4	-0.28	0.22	-1.23690202097135	0.2161235	1	0	5.2	12	0.8	2.9	1	2.4	6	2.1
ENSMUSG00000105824	Gm43466	3	100489630	100494843	5214	37.03	-1	lncRNA	predicted gene 43466 [Source:MGI Symbol;Acc:MGI:5663603]	8.4	-0.5	0.27	-1.85010486490664	0.06429844	1	0.031	6.1	20.8	10.4	2.9	4.2	5.9	12.4	4.3
ENSMUSG00000105397	Gm43471	3	53309152	53309618	467	57.6	-1	processed_pseudogene	predicted gene 43471 [Source:MGI Symbol;Acc:MGI:5663608]	5	0.24	0.25	0.961065456752735	0.3365193	1	0	2.6	5.6	2.4	5.7	10.4	3.5	3.5	6.6
ENSMUSG00000107076	Gm43480	5	134327652	134328067	416	52.16	-1	lncRNA	predicted gene 43480 [Source:MGI Symbol;Acc:MGI:5663617]	1.7	-0.09	0.17	-0.512114386388691	0.608571	1	0	2.6	1.6	2.4	0	0	3.5	2.2	1.2
ENSMUSG00000107000	Gm43481	5	134295919	134299590	3672	47.17	-1	TEC	predicted gene 43481 [Source:MGI Symbol;Acc:MGI:5663618]	59.7	-1.43	0.24	-5.9228766165025	3.163582e-09	2.93982e-06	1.466	82.7	99.3	99.7	24.4	26	25.9	93.9	25.4
ENSMUSG00000106757	Gm43482	5	129993207	129995067	1861	42.93	1	TEC	predicted gene 43482 [Source:MGI Symbol;Acc:MGI:5663619]	28.3	-0.64	0.28	-2.33902771725125	0.019334	0.1922014	1.601	41.8	39.2	32.7	24.4	10.4	21.2	37.9	18.7
ENSMUSG00000105289	Gm43483	5	131668787	131671646	2860	44.83	-1	TEC	predicted gene 43483 [Source:MGI Symbol;Acc:MGI:5663620]	29.3	-0.87	0.28	-3.06642063562043	0.002166383	0.06412685	1.581	43.5	42.4	46.3	28.7	5.2	9.4	44.1	14.4
ENSMUSG00000106166	Gm43484	3	37542976	37548941	5966	34.48	1	TEC	predicted gene 43484 [Source:MGI Symbol;Acc:MGI:5663621]	7.8	-0.61	0.26	-2.36787281137328	0.01789069	0.6281335	0.084	5.2	15.2	18.3	4.3	0	3.5	12.9	2.6
ENSMUSG00000106448	Gm43486	3	158000051	158004389	4339	36.18	1	TEC	predicted gene 43486 [Source:MGI Symbol;Acc:MGI:5663623]	16.6	-0.33	0.28	-1.1690071462815	0.2424008	0.9602672	0.41	27	20.8	15.2	25.8	8.3	2.4	21	12.2
ENSMUSG00000105683	Gm43487	3	158194628	158195658	1031	35.69	1	TEC	predicted gene 43487 [Source:MGI Symbol;Acc:MGI:5663624]	10.2	-0.03	0.26	-0.0980369655026754	0.9219029	1	0.031	8.7	13.6	8.8	24.4	1	4.7	10.4	10
ENSMUSG00000106339	Gm43489	5	16777949	16778941	993	36.25	1	TEC	predicted gene 43489 [Source:MGI Symbol;Acc:MGI:5663626]	20	0.08	0.28	0.276358684484347	0.7822726	1	0.41	17.4	16.8	23.1	14.3	29.2	18.8	19.1	20.8
ENSMUSG00000097532	Gm4349	3	95334982	95338398	2559	46.12	1	transcribed_unprocessed_pseudogene	predicted gene 4349 [Source:MGI Symbol;Acc:MGI:3782533]	6	0.17	0.26	0.64424657534519	0.5194156	1	0.031	2.6	8	4	2.9	11.5	7.1	4.9	7.1
ENSMUSG00000105526	Gm43490	5	16312127	16314778	2652	38.01	1	TEC	predicted gene 43490 [Source:MGI Symbol;Acc:MGI:5663627]	7.7	-0.35	0.27	-1.27276351735408	0.203102	1	0.075	5.2	15.2	10.4	4.3	6.3	4.7	10.3	5.1
ENSMUSG00000106177	Gm43491	5	16548396	16549179	784	41.2	-1	processed_pseudogene	predicted gene 43491 [Source:MGI Symbol;Acc:MGI:5663628]	2.9	-0.17	0.21	-0.797966334240005	0.42489	1	0	0.9	5.6	5.6	0	2.1	3.5	4	1.9
ENSMUSG00000107163	Gm43496	1	186820357	186823357	3001	42.19	-1	TEC	predicted gene 43496 [Source:MGI Symbol;Acc:MGI:5663633]	3.1	0.02	0.22	0.0756500116218665	0.9396975	1	0	2.6	5.6	0.8	4.3	4.2	1.2	3	3.2
ENSMUSG00000107296	Gm43500	5	135151264	135152147	312	47.62	-1	lncRNA	predicted gene 43500 [Source:MGI Symbol;Acc:MGI:5663637]	6.9	-0.07	0.26	-0.264181076303934	0.7916404	1	0.084	10.4	1.6	10.4	5.7	6.3	7.1	7.5	6.4
ENSMUSG00000105347	Gm43503	5	44837536	44840943	3408	40.85	-1	TEC	predicted gene 43503 [Source:MGI Symbol;Acc:MGI:5663640]	8.8	-0.58	0.25	-2.33612728983338	0.01948461	1	0.03	2.6	16	26.3	2.9	0	4.7	15	2.5
ENSMUSG00000104990	Gm43504	5	44822036	44824073	2038	43.47	-1	TEC	predicted gene 43504 [Source:MGI Symbol;Acc:MGI:5663641]	28	-0.99	0.28	-3.48668236058564	0.0004890518	0.02748569	1.529	20	60.9	51.9	11.5	7.3	16.5	44.2	11.8
ENSMUSG00000106332	Gm43506	5	44674303	44675055	753	43.56	-1	TEC	predicted gene 43506 [Source:MGI Symbol;Acc:MGI:5663643]	8.4	-0.45	0.27	-1.64575030819403	0.09981518	1	0.031	8.7	13.6	13.6	2.9	2.1	9.4	12	4.8
ENSMUSG00000104894	Gm43507	5	44798826	44819495	2086	42.2	1	lncRNA	predicted gene 43507 [Source:MGI Symbol;Acc:MGI:5663644]	59.9	-1.26	0.27	-4.64407941074562	3.415962e-06	0.0007211562	1.529	74.9	96.9	114.9	25.8	9.4	37.7	95.5	24.3
ENSMUSG00000105861	Gm43508	5	44781261	44785043	3783	39.55	-1	TEC	predicted gene 43508 [Source:MGI Symbol;Acc:MGI:5663645]	80	-1.67	0.23	-7.22046184735602	5.181131e-13	2.078234e-09	1.529	131.5	118.5	141.2	28.7	25	35.3	130.4	29.7
ENSMUSG00000106603	Gm43509	5	44908506	44911099	2594	41.21	-1	TEC	predicted gene 43509 [Source:MGI Symbol;Acc:MGI:5663646]	15.1	-0.88	0.28	-3.11338880667118	0.001849522	0.07327717	1.032	12.2	39.2	22.3	4.3	4.2	8.2	24.6	5.6
ENSMUSG00000104993	Gm43510	5	100740270	100740622	353	37.68	-1	processed_pseudogene	predicted gene 43510 [Source:MGI Symbol;Acc:MGI:5663647]	2.6	-0.03	0.21	-0.123578903268946	0.9016487	1	0	2.6	0.8	4.8	2.9	1	3.5	2.7	2.5
ENSMUSG00000104761	Gm43511	5	100946615	100948911	2297	40.1	1	TEC	predicted gene 43511 [Source:MGI Symbol;Acc:MGI:5663648]	10.8	-0.54	0.28	-1.91839906756709	0.05506043	1	0.03	17.4	17.6	12	1.4	9.4	7.1	15.7	6
ENSMUSG00000105607	Gm43513	5	100962076	100963151	1076	38.75	-1	TEC	predicted gene 43513 [Source:MGI Symbol;Acc:MGI:5663650]	9.1	-0.12	0.28	-0.450022900542894	0.6526939	1	0.005	11.3	12.8	6.4	4.3	11.5	8.2	10.2	8
ENSMUSG00000105755	Gm43514	5	100968196	100968619	424	55.42	-1	lncRNA	predicted gene 43514 [Source:MGI Symbol;Acc:MGI:5663651]	2.2	-0.01	0.2	-0.0599649457096461	0.9521836	1	0	2.6	2.4	1.6	4.3	2.1	0	2.2	2.1
ENSMUSG00000105875	Gm43518	5	124065481	124076451	650	45.38	1	protein_coding	predicted gene 43518 [Source:MGI Symbol;Acc:MGI:5663655]	5	-0.25	0.26	-0.97248938431343	0.3308071	1	0	5.2	6.4	8	2.9	4.2	3.5	6.5	3.5
ENSMUSG00000091900	Gm4353	7	115682602	115683793	978	45.81	-1	processed_pseudogene	predicted gene 4353 [Source:MGI Symbol;Acc:MGI:3782538]	9.9	0.14	0.28	0.502311831244722	0.6154482	1	0.005	7.8	9.6	8.8	14.3	9.4	9.4	8.7	11
ENSMUSG00000106822	Gm43533	6	17717577	17720512	2936	43.36	1	TEC	predicted gene 43533 [Source:MGI Symbol;Acc:MGI:5663670]	30.7	-0.58	0.28	-2.04606022256853	0.04075045	0.2663132	1.529	21.8	45.6	58.2	22.9	7.3	28.3	41.9	19.5
ENSMUSG00000106641	Gm43534	3	96371388	96374240	2853	45.43	-1	TEC	predicted gene 43534 [Source:MGI Symbol;Acc:MGI:5663671]	5.5	-0.22	0.26	-0.84001558071041	0.4008997	1	0.005	6.1	7.2	7.2	5.7	2.1	4.7	6.8	4.2
ENSMUSG00000105936	Gm43544	1	138997951	139000422	2472	38.47	1	TEC	predicted gene 43544 [Source:MGI Symbol;Acc:MGI:5663681]	21.8	-0.71	0.28	-2.54437521466808	0.01094734	0.1494488	1.581	25.2	34.4	31.1	15.8	12.5	11.8	30.3	13.4
ENSMUSG00000106035	Gm43545	5	104192485	104195263	2779	49.01	-1	TEC	predicted gene 43545 [Source:MGI Symbol;Acc:MGI:5663682]	9.4	0.27	0.28	0.952259722355096	0.3409653	1	0.005	8.7	6.4	7.2	8.6	11.5	14.1	7.4	11.4
ENSMUSG00000105344	Gm43556	5	141293142	141293822	681	32.01	-1	TEC	predicted gene 43556 [Source:MGI Symbol;Acc:MGI:5663693]	10.3	-0.45	0.27	-1.65910886444571	0.09709386	1	0.027	13.1	11.2	19.1	11.5	1	5.9	14.5	6.1
ENSMUSG00000105212	Gm43557	5	141301520	141303889	2370	38.9	-1	TEC	predicted gene 43557 [Source:MGI Symbol;Acc:MGI:5663694]	11.4	-0.61	0.28	-2.19485468517007	0.02817402	1	0.005	9.6	20	21.5	4.3	9.4	3.5	17	5.7
ENSMUSG00000117145	Gm4356	17	28945057	28945674	618	44.17	1	protein_coding	predicted gene 4356 [Source:MGI Symbol;Acc:MGI:3782541]	29.8	-0.3	0.27	-1.10985166538655	0.267063	0.57326	1.581	34	43.2	26.3	24.4	22.9	28.3	34.5	25.2
ENSMUSG00000106057	Gm43560	3	144228990	144229762	773	48.25	-1	lncRNA	predicted gene 43560 [Source:MGI Symbol;Acc:MGI:5663697]	19.8	-0.17	0.28	-0.609839483863049	0.5419681	1	0.41	23.5	20.8	20.7	21.5	14.6	17.7	21.7	17.9
ENSMUSG00000105565	Gm43566	5	23879737	23880544	808	62.62	-1	lncRNA	predicted gene 43566 [Source:MGI Symbol;Acc:MGI:5663703]	12.8	-0.19	0.28	-0.655640570986073	0.5120554	0.7701959	1.466	13.9	10.4	19.1	15.8	8.3	9.4	14.5	11.2
ENSMUSG00000106365	Gm43568	3	122415904	122423817	1844	44.71	-1	lncRNA	predicted gene 43568 [Source:MGI Symbol;Acc:MGI:5663705]	3.5	0.4	0.23	1.72442702223256	0.08463078	1	0	0.9	0.8	2.4	5.7	3.1	8.2	1.4	5.7
ENSMUSG00000106194	Gm43569	3	122358699	122368389	559	36.83	1	lncRNA	predicted gene 43569 [Source:MGI Symbol;Acc:MGI:5663706]	2.2	-0.21	0.19	-1.14265389169166	0.2531823	1	0	1.7	2.4	6.4	2.9	0	0	3.5	1
ENSMUSG00000105945	Gm43570	3	58909892	58913579	3688	47.32	-1	lncRNA	predicted gene 43570 [Source:MGI Symbol;Acc:MGI:5663707]	2.3	0.02	0.2	0.100937134044956	0.9196004	1	0	2.6	2.4	1.6	1.4	0	5.9	2.2	2.4
ENSMUSG00000106110	Gm43571	5	121853172	121856269	3098	45.97	1	TEC	predicted gene 43571 [Source:MGI Symbol;Acc:MGI:5663708]	19.5	-1.12	0.28	-3.96395393953005	7.371848e-05	0.009681848	1.032	38.3	28.8	33.5	11.5	0	4.7	33.5	5.4
ENSMUSG00000104786	Gm43573	3	148694788	148709667	570	41.74	1	lncRNA	predicted gene 43573 [Source:MGI Symbol;Acc:MGI:5663710]	3.3	0.07	0.23	0.305579627574466	0.7599247	1	0	1.7	3.2	4	1.4	7.3	2.4	3	3.7
ENSMUSG00000105287	Gm43577	5	5204571	5207914	3344	41.42	-1	lncRNA	predicted gene 43577 [Source:MGI Symbol;Acc:MGI:5663714]	3.5	-0.23	0.22	-1.08635098554633	0.2773237	1	0	0.9	8.8	5.6	0	3.1	2.4	5.1	1.8
ENSMUSG00000107191	Gm43579	5	120764380	120765686	1307	58.91	-1	lncRNA	predicted gene 43579 [Source:MGI Symbol;Acc:MGI:5663716]	2.6	-0.27	0.22	-1.26744296127723	0.2049969	1	0	1.7	5.6	4.8	1.4	1	1.2	4	1.2
ENSMUSG00000105199	Gm43581	3	104550310	104553173	2864	40.57	1	lncRNA	predicted gene 43581 [Source:MGI Symbol;Acc:MGI:5663718]	3.1	-0.2	0.23	-0.878231285315726	0.3798182	1	0	4.4	3.2	4.8	2.9	2.1	1.2	4.1	2
ENSMUSG00000106565	Gm43582	3	104541631	104541973	343	39.36	-1	processed_pseudogene	predicted gene 43582 [Source:MGI Symbol;Acc:MGI:5663719]	2.2	-0.34	0.2	-1.71723619911866	0.08593602	1	0	3.5	2.4	6.4	0	0	1.2	4.1	0.4
ENSMUSG00000105195	Gm43584	3	104660439	104680586	605	48.31	-1	lncRNA	predicted gene 43584 [Source:MGI Symbol;Acc:MGI:5663721]	21	-0.49	0.28	-1.75459880627417	0.07932796	0.3279984	1.775	27	31.2	22.3	15.8	17.7	11.8	26.9	15.1
ENSMUSG00000107370	Gm43588	6	85609846	85612143	2298	36.51	1	TEC	predicted gene 43588 [Source:MGI Symbol;Acc:MGI:5663725]	5.5	-0.1	0.26	-0.373787049487834	0.7085628	1	0	6.1	7.2	4.8	5.7	4.2	4.7	6	4.9
ENSMUSG00000106288	Gm43593	5	107954228	107955573	1346	34.4	-1	TEC	predicted gene 43593 [Source:MGI Symbol;Acc:MGI:5663730]	31.7	-0.26	0.27	-0.95902184807728	0.3375477	0.6483224	1.466	32.2	39.2	35.9	34.4	17.7	30.6	35.8	27.6
ENSMUSG00000107226	Gm43594	5	81397096	81400537	3442	33.53	1	TEC	predicted gene 43594 [Source:MGI Symbol;Acc:MGI:5663731]	12.3	-0.45	0.28	-1.60599959896736	0.108274	1	0.031	8.7	22.4	19.1	8.6	3.1	11.8	16.8	7.8
ENSMUSG00000107096	Gm43597	5	150523397	150530468	4620	44.5	-1	lncRNA	predicted gene 43597 [Source:MGI Symbol;Acc:MGI:5663734]	18.4	-0.15	0.28	-0.542835507713716	0.5872431	1	0.41	11.3	23.2	26.3	14.3	10.4	24.7	20.3	16.5
ENSMUSG00000105349	Gm43604	5	136149820	136150524	705	49.5	-1	lncRNA	predicted gene 43604 [Source:MGI Symbol;Acc:MGI:5663741]	4.5	-0.37	0.24	-1.554737340108	0.1200086	1	0	10.4	3.2	7.2	2.9	3.1	0	6.9	2
ENSMUSG00000105663	Gm43606	5	52012562	52016117	3556	40.1	-1	TEC	predicted gene 43606 [Source:MGI Symbol;Acc:MGI:5663743]	2.2	-0.17	0.2	-0.843298854395449	0.3990613	1	0	2.6	2.4	4	2.9	1	0	3	1.3
ENSMUSG00000106036	Gm43608	3	121495150	121503895	687	41.94	-1	lncRNA	predicted gene 43608 [Source:MGI Symbol;Acc:MGI:5663745]	2	-0.12	0.18	-0.7030993051184	0.4819939	1	0	3.5	0.8	4	0	0	3.5	2.8	1.2
ENSMUSG00000106087	Gm43609	3	121555842	121558553	2712	40.19	-1	TEC	predicted gene 43609 [Source:MGI Symbol;Acc:MGI:5663746]	21	-0.69	0.28	-2.45790428560735	0.01397504	0.1657934	1.601	33.1	26.4	29.5	5.7	13.5	17.7	29.7	12.3
ENSMUSG00000106052	Gm43614	3	142813709	142863664	517	39.95	1	lncRNA	predicted gene 43614 [Source:MGI Symbol;Acc:MGI:5663751]	1.9	0	0.19	0.0117377199809362	0.9906349	1	0	0.9	3.2	1.6	0	2.1	3.5	1.9	1.9
ENSMUSG00000105403	Gm43618	3	151542142	151545592	3451	46.6	1	TEC	predicted gene 43618 [Source:MGI Symbol;Acc:MGI:5663755]	2	-0.22	0.18	-1.18349922402749	0.2366114	1	0	4.4	0.8	4.8	0	2.1	0	3.3	0.7
ENSMUSG00000106933	Gm43621	2	36138721	36140742	2022	45.99	-1	TEC	predicted gene 43621 [Source:MGI Symbol;Acc:MGI:5663758]	2.5	-0.18	0.21	-0.863968478697937	0.3876052	1	0	3.5	2.4	4.8	0	1	3.5	3.6	1.5
ENSMUSG00000104988	Gm43622	9	110081194	110083212	2019	48.74	-1	TEC	predicted gene 43622 [Source:MGI Symbol;Acc:MGI:5663759]	4.8	-0.07	0.26	-0.268975462571755	0.7879486	1	0	3.5	6.4	5.6	4.3	5.2	3.5	5.2	4.3
ENSMUSG00000106054	Gm43623	5	5187445	5190107	2663	39.5	-1	lncRNA	predicted gene 43623 [Source:MGI Symbol;Acc:MGI:5663760]	4.8	-0.22	0.24	-0.912257367391878	0.3616333	1	0	5.2	8	5.6	5.7	4.2	0	6.3	3.3
ENSMUSG00000105636	Gm43625	5	146140061	146141599	1539	42.37	-1	lncRNA	predicted gene 43625 [Source:MGI Symbol;Acc:MGI:5663762]	4.5	0.1	0.24	0.398514308754474	0.6902511	1	0	1.7	5.6	4	8.6	2.1	4.7	3.8	5.1
ENSMUSG00000106186	Gm43627	5	65129993	65132291	2299	43.41	1	TEC	predicted gene 43627 [Source:MGI Symbol;Acc:MGI:5663764]	13.5	-0.36	0.28	-1.2872514521805	0.1980067	0.6031467	1.032	11.3	16.8	24.7	2.9	6.3	18.8	17.6	9.3
ENSMUSG00000105935	Gm43628	5	65465151	65466337	1187	46.34	-1	TEC	predicted gene 43628 [Source:MGI Symbol;Acc:MGI:5663765]	21	-0.37	0.28	-1.312670009313	0.1892942	0.495547	1.581	27.9	23.2	27.1	5.7	20.8	21.2	26.1	15.9
ENSMUSG00000106962	Gm43633	6	127462756	127465085	2330	39.91	1	TEC	predicted gene 43633 [Source:MGI Symbol;Acc:MGI:5663770]	17.1	-0.56	0.28	-1.97980362765216	0.0477256	0.3087125	1.265	23.5	20.8	23.9	12.9	9.4	11.8	22.8	11.4
ENSMUSG00000107225	Gm43637	5	117268388	117271313	2926	48.19	1	TEC	predicted gene 43637 [Source:MGI Symbol;Acc:MGI:5663774]	34.1	-0.9	0.28	-3.2825254742962	0.001028817	0.0441253	1.466	40.9	60.1	48.7	28.7	16.7	9.4	49.9	18.3
ENSMUSG00000104707	Gm43649	5	136925498	136925888	391	45.27	1	processed_pseudogene	predicted gene 43649 [Source:MGI Symbol;Acc:MGI:5663786]	1.9	0.11	0.19	0.560623543306084	0.5750542	1	0	0.9	2.4	0.8	2.9	3.1	1.2	1.4	2.4
ENSMUSG00000105008	Gm43652	3	127656833	127657507	675	35.41	-1	TEC	predicted gene 43652 [Source:MGI Symbol;Acc:MGI:5663789]	3.5	-0.06	0.23	-0.275867081878942	0.7826502	1	0	4.4	4	3.2	2.9	5.2	1.2	3.8	3.1
ENSMUSG00000105447	Gm43653	3	127630560	127632293	1608	56.98	1	lncRNA	predicted gene 43653 [Source:MGI Symbol;Acc:MGI:5663790]	2.7	0.1	0.22	0.459439104951707	0.6459189	1	0	1.7	1.6	3.2	2.9	3.1	3.5	2.2	3.2
ENSMUSG00000105804	Gm43654	3	127623204	127626620	3417	43.75	-1	TEC	predicted gene 43654 [Source:MGI Symbol;Acc:MGI:5663791]	9	-0.26	0.28	-0.937914195794907	0.3482885	1	0.03	6.1	16.8	10.4	7.2	4.2	9.4	11.1	6.9
ENSMUSG00000104864	Gm43655	3	159197055	159197276	222	44.59	1	processed_pseudogene	predicted gene 43655 [Source:MGI Symbol;Acc:MGI:5663792]	3.8	0.18	0.24	0.747443094854587	0.4547961	1	0	4.4	1.6	2.4	5.7	6.3	2.4	2.8	4.8
