"seqnames" "start" "end" "width" "strand" "Conc" "Conc_KO" "Conc_WT" "Fold" "p.value" "FDR" "annotation" "geneChr" "geneStart" "geneEnd" "geneLength" "geneStrand" "geneId" "transcriptId" "distanceToTSS" "ENSEMBL" "SYMBOL" "GENENAME" "Simplified_Annotation"
"1196" "chr19" 14479546 14479946 401 "*" 4.81193735779261 3.89793764368922 5.2046491844715 -0.501373618040792 0.000518870495538681 0.0348772398846917 "Intron (ENSMUST00000052011.15/21888, intron 8 of 19)" 19 14521090 14572903 51814 2 "21888" "ENSMUST00000235975.2" 92957 "ENSMUSG00000024642" "Tle4" "transducin-like enhancer of split 4" "Intron"
"1197" "chr11" 30108299 30108699 401 "*" 4.94416465616585 4.23742313375626 5.27552406609007 -0.512917220946969 0.000518910891440069 0.0348772398846917 "Intron (ENSMUST00000006629.14/20742, intron 3 of 35)" 11 30056785 30148257 91473 2 "20742" "ENSMUST00000102838.10" 39558 "ENSMUSG00000020315" "Sptbn1" "spectrin beta, non-erythrocytic 1" "Intron"
"1198" "chr1" 74937080 74937480 401 "*" 5.49314089149407 4.97806141878254 5.75637214375145 -0.489440823002025 0.000518958458923458 0.0348772398846917 "Promoter (2-3kb)" 1 74939817 74939880 64 2 "723900" "ENSMUST00000083682.5" 2400 "ENSMUSG00000065616" "Mir375" "microRNA 375" "Promoter"
"1199" "chr1" 184459661 184460061 401 "*" 5.27844453206032 4.75605228330525 5.54450828171418 -0.493144363240678 0.000519085250576859 0.0348772398846917 "3' UTR" 1 184459344 184463795 4452 2 "15284" "ENSMUST00000174257.3" 3734 "ENSMUSG00000039377" "Hlx" "H2.0-like homeobox" "3' UTR"
"1200" "chr5" 150517911 150518311 401 "*" 6.77567364950822 6.39881160130215 6.98139077665219 -0.430598459484074 0.000519716369187024 0.0348909749658645 "Promoter (<=1kb)" 5 150495109 150517990 22882 2 "100637" "ENSMUST00000016279.11" 0 "ENSMUSG00000041132" "N4bp2l1" "NEDD4 binding protein 2-like 1" "Promoter"
"1201" "chr13" 76140451 76140851 401 "*" 5.0208296145591 4.42063036886413 5.31583720992656 -0.504339270681178 0.000520376211287635 0.0349066142715258 "Intron (ENSMUST00000022081.3/75571, intron 3 of 4)" 13 76115866 76126462 10597 1 "75571" "ENSMUST00000223744.2" 24585 "ENSMUSG00000021590" "Spata9" "spermatogenesis associated 9" "Intron"
"1202" "chr2" 30360395 30360795 401 "*" 6.77447644156768 6.33367927007594 7.00776946187639 -0.462453823441435 0.000521618067652283 0.0349420627596923 "Distal Intergenic" 2 30361549 30364231 2683 2 "72500" "ENSMUST00000065134.4" 3436 "ENSMUSG00000089762" "Ier5l" "immediate early response 5-like" "Intergenic"
"1203" "chr13" 57849442 57849842 401 "*" 5.22280321964665 4.513088641243 5.55512650256515 -0.512744762004324 0.00052208926705547 0.0349420627596923 "Intron (ENSMUST00000187852.7/20745, intron 2 of 9)" 13 57577108 58055401 478294 2 "20745" "ENSMUST00000172326.3" 205559 "ENSMUSG00000056222" "Spock1" "sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1" "Intron"
"1204" "chr15" 34495256 34495656 401 "*" 7.52111619411686 7.17084858085173 7.71483447562153 -0.41433121065473 0.000522186629477118 0.0349420627596923 "Promoter (<=1kb)" 15 34484167 34495401 11235 2 "15473" "ENSMUST00000022946.6" 0 "ENSMUSG00000022323" "Rida" "reactive intermediate imine deaminase A homolog" "Promoter"
"1205" "chr11" 22462389 22462789 401 "*" 7.1794999928847 6.81598577291362 7.379234984735 -0.422441133850042 0.000523973556564382 0.0350329149412334 "Promoter (<=1kb)" 11 22462088 22469234 7147 1 "103765" "ENSMUST00000059319.8" 301 "ENSMUSG00000049904" "Tmem17" "transmembrane protein 17" "Promoter"
"1206" "chr13" 45962838 45963238 401 "*" 5.62242910198108 4.97802006920503 5.93295939916423 -0.509144802547522 0.000524693820185201 0.0350329149412334 "Intron (ENSMUST00000091628.11/20238, intron 3 of 7)" 13 45949019 46025764 76746 2 "20238" "ENSMUST00000222610.2" 62526 "ENSMUSG00000046876" "Atxn1" "ataxin 1" "Intron"
"1207" "chr3" 101822779 101823179 401 "*" 4.22378244321285 3.38663988420764 4.59506165690858 -0.508610289049727 0.000525154964361707 0.0350329149412334 "Exon (ENSMUST00000106928.10/242126, exon 2 of 12)" 3 101771057 101831695 60639 2 "242126" "ENSMUST00000183255.2" 8516 "ENSMUSG00000033147" "Slc22a15" "solute carrier family 22 (organic anion/cation transporter), member 15" "Exon"
"1208" "chr2" 79417827 79418227 401 "*" 4.25996490322163 3.21851273844123 4.68518198368469 -0.483756034060218 0.000525258086314689 0.0350329149412334 "Distal Intergenic" 2 79465696 79503310 37615 1 "70599" "ENSMUST00000111785.9" -47469 "ENSMUSG00000027007" "Itprid2" "ITPR interacting domain containing 2" "Intergenic"
"1209" "chr16" 18219518 18219918 401 "*" 6.92188608701788 6.48760610927301 7.1524473607078 -0.459367687752999 0.000526117925077405 0.0350429853107218 "Promoter (<=1kb)" 16 18219882 18222181 2300 1 "11877" "ENSMUST00000239549.1" 0 "ENSMUSG00000118669" "Arvcf" "armadillo repeat gene deleted in velocardiofacial syndrome" "Promoter"
"1210" "chr13" 76257520 76257920 401 "*" 4.60559410510506 3.71088399881698 4.99306307167718 -0.501982134157316 0.000526266185172635 0.0350429853107218 "Intron (ENSMUST00000091466.4/218343, intron 5 of 43)" 13 76261688 76275715 14028 1 "218343" "ENSMUST00000224790.2" -3768 "ENSMUSG00000033991" "Skic3" "SKI3 subunit of superkiller complex" "Intron"
"1211" "chr6" 88727803 88728203 401 "*" 5.43661719787782 4.85355087660322 5.72543367690324 -0.503305035116015 0.000526763304017118 0.0350475470866393 "Intron (ENSMUST00000113585.9/23945, intron 2 of 7)" 6 88693404 88702842 9439 2 "102639841" "ENSMUST00000181355.4" -24961 NA "Gm26588" "predicted gene, 26588" "Intron"
"1212" "chr11" 75522436 75522836 401 "*" 5.57190743536813 5.03063587945643 5.845192561525 -0.485875426859138 0.000527709139281637 0.035081931966715 "Promoter (<=1kb)" 11 75521881 75539691 17811 1 "19062" "ENSMUST00000150857.8" 555 "ENSMUSG00000006127" "Inpp5k" "inositol polyphosphate 5-phosphatase K" "Promoter"
"1213" "chr9" 45457697 45458097 401 "*" 4.60605465347251 3.94145267166227 4.92346468069825 -0.510707424501567 0.000528755539881296 0.0350967495795556 "Intron (ENSMUST00000217335.2/114873, intron 5 of 5)" 9 45546004 45546110 107 2 "115487342" "ENSMUST00000240005.1" 88013 "ENSMUSG00000119912" "Gm22069" "predicted gene, 22069" "Intron"
"1214" "chr12" 69494897 69495297 401 "*" 5.82218678673672 5.20653574298111 6.12269298196829 -0.505525466456506 0.000529068821418293 0.0350967495795556 "Distal Intergenic" 12 69511730 69514166 2437 2 "76062" "ENSMUST00000221805.2" 18869 "ENSMUSG00000113035" "5830428M24Rik" "RIKEN cDNA 5830428M24 gene" "Intergenic"
"1215" "chr12" 13298982 13299382 401 "*" 6.69963609692788 6.2467647128274 6.93794416474078 -0.46323269710698 0.000529347797480076 0.0350967495795556 "Promoter (<=1kb)" 12 13266974 13299214 32241 2 "104721" "ENSMUST00000071103.10" 0 "ENSMUSG00000037149" "Ddx1" "DEAD box helicase 1" "Promoter"
"1216" "chr8" 70941026 70941426 401 "*" 5.69581328316928 5.18468759903033 5.95750477098512 -0.484696735880879 0.000529648880777443 0.0350967495795556 "Promoter (1-2kb)" 8 70936517 70940008 3492 2 "67937" "ENSMUST00000045286.9" -1018 "ENSMUSG00000035964" "Tmem59l" "transmembrane protein 59-like" "Promoter"
"1217" "chr3" 151894936 151895336 401 "*" 5.20194334029284 4.60775227471338 5.49479121671642 -0.501974603603049 0.000533726816768676 0.035338333447105 "Intron (ENSMUST00000134701.2/67035, intron 1 of 1)" 3 151889592 151899482 9891 2 "67035" "ENSMUST00000050073.13" 4146 "ENSMUSG00000028035" "Dnajb4" "DnaJ heat shock protein family (Hsp40) member B4" "Intron"
"1218" "chr16" 34190058 34190458 401 "*" 4.31326853491863 3.51729897231021 4.67244784670117 -0.509982955285364 0.000534202669870046 0.0353412235560466 "Intron (ENSMUST00000076810.12/545156, intron 3 of 59)" 16 34177638 34182169 4532 2 "545156" "ENSMUST00000156668.2" -7889 "ENSMUSG00000061751" "Kalrn" "kalirin, RhoGEF kinase" "Intron"
"1219" "chr4" 150397100 150397500 401 "*" 4.66961804160199 3.94041141834147 5.00819606329323 -0.511565724681668 0.000535144278831283 0.0353485948451649 "Intron (ENSMUST00000105682.9/68703, intron 1 of 22)" 4 150366269 150366923 655 1 "68703" "ENSMUST00000129188.2" 30831 "ENSMUSG00000039852" "Rere" "arginine glutamic acid dipeptide (RE) repeats" "Intron"
"1220" "chr13" 38092047 38092447 401 "*" 5.47271126417561 4.81339722115976 5.7883321465114 -0.51032713030947 0.000535238468343365 0.0353485948451649 "Intron (ENSMUST00000110238.10/68750, intron 6 of 9)" 13 38072847 38135970 63124 1 "68750" "ENSMUST00000037232.8" 19200 "ENSMUSG00000039087" "Rreb1" "ras responsive element binding protein 1" "Intron"
"1221" "chr11" 77308765 77309165 401 "*" 4.37781591841639 3.46733054991777 4.76957918320168 -0.498232969799277 0.000535610969954254 0.0353485948451649 "Intron (ENSMUST00000037912.12/237860, intron 7 of 14)" 11 77353237 77361310 8074 1 "216961" "ENSMUST00000102493.8" -44072 "ENSMUSG00000020836" "Coro6" "coronin 6" "Intron"
"1222" "chr6" 90692226 90692626 401 "*" 4.82050130170573 4.08990406301227 5.15952130557776 -0.511423509124694 0.000536349710351033 0.0353615029276728 "Promoter (<=1kb)" 6 90633070 90693511 60442 2 "232227" "ENSMUST00000101153.10" 885 "ENSMUSG00000034312" "Iqsec1" "IQ motif and Sec7 domain 1" "Promoter"
"1223" "chr5" 112385301 112385701 401 "*" 6.25101899281806 5.81154911169038 6.48375708513817 -0.463321293241355 0.00053667145815387 0.0353615029276728 "Distal Intergenic" 5 112361094 112377261 16168 2 "330166" "ENSMUST00000182953.8" -8040 "ENSMUSG00000097767" "Miat" "myocardial infarction associated transcript (non-protein coding)" "Intergenic"
"1224" "chr11" 68903132 68903532 401 "*" 7.2466591404372 6.90669920434697 7.43563959951055 -0.407066613931519 0.000539312545101294 0.0355069136980135 "Exon (ENSMUST00000242498.1/ENSMUST00000242498.1, exon 1 of 2)" 11 68906737 68927299 20563 1 "68964" "ENSMUST00000021278.14" -3205 "ENSMUSG00000020898" "Ctc1" "CTS telomere maintenance complex component 1" "Exon"
"1225" "chr3" 92934149 92934549 401 "*" 4.3568603987503 3.52504801595761 4.72659821864726 -0.50784910253267 0.000540876741824076 0.0355429097798194 "Distal Intergenic" 3 92925117 92926367 1251 2 "66203" "ENSMUST00000029520.9" -7782 "ENSMUSG00000027912" "Lce1m" "late cornified envelope 1M" "Intergenic"
"1226" "chr1" 191227025 191227425 401 "*" 4.65892005413204 3.88829587970327 5.01042489783827 -0.510747321604338 0.000541123292409895 0.0355429097798194 "Distal Intergenic" 1 191168537 191197245 28709 2 "102634668" "ENSMUST00000192778.2" -29780 "ENSMUSG00000103114" "Gm32200" "predicted gene, 32200" "Intergenic"
"1227" "chr14" 25460950 25461350 401 "*" 6.32796552383505 5.88605402174639 6.56172387695329 -0.460776645240532 0.000541163295534734 0.0355429097798194 "Promoter (<=1kb)" 14 25460404 25462811 2408 1 "328365" "ENSMUST00000225058.2" 546 "ENSMUSG00000007817" "Zmiz1" "zinc finger, MIZ-type containing 1" "Promoter"
"1228" "chr5" 100946332 100946732 401 "*" 7.10152617354513 6.71620006477463 7.31099540998271 -0.437881288134746 0.000542128721592082 0.0355757461003638 "Promoter (<=1kb)" 5 100910011 100946464 36454 2 "191578" "ENSMUST00000044684.14" 0 "ENSMUSG00000035266" "Helq" "helicase, POLQ-like" "Promoter"
"1229" "chr17" 53875129 53875529 401 "*" 6.90205491557837 6.53145843321449 7.10497396534654 -0.42620051369514 0.00054253339106217 0.0355757461003638 "Promoter (1-2kb)" 17 53873999 53979748 105750 1 "18519" "ENSMUST00000000724.15" 1130 "ENSMUSG00000000708" "Kat2b" "K(lysine) acetyltransferase 2B" "Promoter"
"1230" "chr9" 61246562 61246962 401 "*" 5.6307550725005 5.09679553422765 5.90125882343518 -0.493672678507073 0.000543674122394486 0.0355822040784132 "Distal Intergenic" 9 61275836 61277771 1936 2 "102637313" "ENSMUST00000243073.1" 30809 "ENSMUSG00000120207" "Gm34157" "predicted gene, 34157" "Intergenic"
"1231" "chr17" 34138279 34138679 401 "*" 6.98496195395168 6.54888117237313 7.21627980455962 -0.459307048881887 0.000543848948521395 0.0355822040784132 "Promoter (<=1kb)" 17 34138306 34148266 9961 1 "21356" "ENSMUST00000025161.10" 0 "ENSMUSG00000024308" "Tapbp" "TAP binding protein" "Promoter"
"1232" "chr2" 71636071 71636471 401 "*" 5.53842831444536 4.77576654313355 5.8874856409273 -0.510127176696611 0.000543937325400715 0.0355822040784132 "Intron (ENSMUST00000133124.8/16403, intron 3 of 5)" 2 71617483 71686359 68877 1 "16403" "ENSMUST00000238991.2" 18588 "ENSMUSG00000027111" "Itga6" "integrin alpha 6" "Intron"
"1233" "chr1" 154964557 154964957 401 "*" 5.44316570579634 4.93462665420856 5.7038466761937 -0.482154859196976 0.000544397082964166 0.0355838125291606 "Distal Intergenic" 1 154939193 154959012 19820 2 "671336" "ENSMUST00000181160.3" -5545 "ENSMUSG00000096950" "Gm9530" "predicted gene 9530" "Intergenic"
"1234" "chr14" 70447741 70448141 401 "*" 6.53068772167436 6.11227736586241 6.75452324255807 -0.452226697800058 0.000546806665485283 0.0357127644063352 "Promoter (1-2kb)" 14 70420994 70449438 28445 2 "20410" "ENSMUST00000227929.2" 1297 "ENSMUSG00000022091" "Sorbs3" "sorbin and SH3 domain containing 3" "Promoter"
"1235" "chr11" 58001852 58002252 401 "*" 4.49013187279258 3.59265924902488 4.87835716677017 -0.503093034770353 0.000548210778163726 0.0357682332997584 "Promoter (2-3kb)" 11 58004853 58008084 3232 1 "69125" "ENSMUST00000133923.2" -2601 "ENSMUSG00000020515" "Cnot8" "CCR4-NOT transcription complex, subunit 8" "Promoter"
"1236" "chr5" 64502569 64502969 401 "*" 6.86483315362331 6.33643685186668 7.13320765410263 -0.490577517654781 0.000548530812741801 0.0357682332997584 "Exon (ENSMUST00000043893.13/57915, exon 21 of 22)" 5 64540797 64543548 2752 1 "108167360" "ENSMUST00000200306.2" -37828 NA "Gm43837" "predicted gene 43837" "Exon"
"1237" "chr4" 32868931 32869331 401 "*" 4.72576116071191 3.84272506301049 5.11001352961358 -0.500949201315987 0.00054996794341366 0.0358333695083147 "Intron (ENSMUST00000035719.11/140577, intron 2 of 16)" 4 32827135 32860683 33549 2 "140577" "ENSMUST00000149650.2" -8248 "ENSMUSG00000040183" "Ankrd6" "ankyrin repeat domain 6" "Intron"
"1238" "chr6" 6463798 6464198 401 "*" 5.03193534434411 4.34775314399866 5.35589446688921 -0.509836200134702 0.000551014800192821 0.0358628097333838 "Intron (ENSMUST00000246550.1/101056138, intron 3 of 3)" 6 6557294 6578658 21365 2 "20422" "ENSMUST00000041111.10" 114460 "ENSMUSG00000042541" "Sem1" "SEM1, 26S proteasome complex subunit" "Intron"
"1239" "chr12" 30934040 30934440 401 "*" 5.76834575659245 5.32102968970079 6.00435378950292 -0.461818562768439 0.000551991205636474 0.0358628097333838 "Promoter (<=1kb)" 12 30934321 30943853 9533 1 "100294583" "ENSMUST00000067087.7" 0 "ENSMUSG00000054204" "Alkal2" "ALK and LTK ligand 2" "Promoter"
"1240" "chr5" 17853797 17854197 401 "*" 3.94269307290714 2.84096382841906 4.38208028642368 -0.471820394289209 0.000551992851722893 0.0358628097333838 "Intron (ENSMUST00000030568.14/20348, intron 2 of 17)" 5 17899200 17935263 36064 1 "20348" "ENSMUST00000115271.3" -45003 "ENSMUSG00000028780" "Sema3c" "sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C" "Intron"
"1241" "chr2" 173098065 173098465 401 "*" 5.16975960936642 4.62145716906817 5.44570090037389 -0.49370390592216 0.000552174115865601 0.0358628097333838 "Intron (ENSMUST00000036248.13/65112, intron 1 of 3)" 2 173069567 173117982 48416 2 "65112" "ENSMUST00000139306.3" 19517 "ENSMUSG00000038400" "Pmepa1" "prostate transmembrane protein, androgen induced 1" "Intron"
"1242" "chr18" 35969070 35969470 401 "*" 5.81146445383085 5.25424681357345 6.0907482598502 -0.496730357028895 0.000553705327702134 0.0359337179731774 "Intron (ENSMUST00000235919.2/56550, intron 4 of 4)" 18 35963442 35964146 705 2 "115488942" "ENSMUST00000188160.2" -4924 NA "Gm29417" "predicted gene 29417" "Intron"
"1243" "chr3" 131119438 131119838 401 "*" 4.29142894238282 3.38196117389465 4.68291699695987 -0.499591264201351 0.000555722587748382 0.0360152096261082 "Intron (ENSMUST00000090246.5/74442, intron 4 of 5)" 3 131112634 131138582 25949 2 "74442" "ENSMUST00000090246.5" 18744 "ENSMUSG00000050931" "Sgms2" "sphingomyelin synthase 2" "Intron"
"1244" "chr2" 118592957 118593357 401 "*" 6.95666539371344 6.60411250956731 7.15142740800501 -0.416857863334016 0.000555841929168992 0.0360152096261082 "Promoter (<=1kb)" 2 118584639 118593142 8504 2 "214239" "ENSMUST00000059997.10" 0 "ENSMUSG00000045838" "Ccdc9b" "coiled-coil domain containing 9B" "Promoter"
"1245" "chr7" 65453159 65453559 401 "*" 5.57743997426754 4.95102822199916 5.88172859794239 -0.50432893986861 0.000556382177499423 0.0360192262422167 "Promoter (<=1kb)" 7 65453633 65455998 2366 1 "100503969" "ENSMUST00000241939.1" -74 "ENSMUSG00000100094" "1810008I18Rik" "RIKEN cDNA 1810008I18 gene" "Promoter"
"1246" "chr4" 115791918 115792318 401 "*" 4.58104394536851 3.79059949776465 4.9385652094616 -0.508378569028088 0.00055699474723984 0.0360192262422167 "Intron (ENSMUST00000124071.9/140477, intron 1 of 4)" 4 115772316 115797123 24808 2 "140477" "ENSMUST00000124071.9" 4805 "ENSMUSG00000028707" "Dmbx1" "diencephalon/mesencephalon homeobox 1" "Intron"
"1247" "chr1" 57008566 57008966 401 "*" 4.97700640559187 4.35804000657294 5.27868202767308 -0.504858726709931 0.000557225402915545 0.0360192262422167 "Promoter (<=1kb)" 1 56987293 57008999 21707 2 "212712" "ENSMUST00000176759.2" 33 "ENSMUSG00000038331" "Satb2" "special AT-rich sequence binding protein 2" "Promoter"
"1248" "chr4" 154794265 154794665 401 "*" 5.13416646918353 4.43585449237132 5.46277864157215 -0.509439553644697 0.000559601495094648 0.0361206767177589 "Distal Intergenic" 4 154750890 154752324 1435 2 "73353" "ENSMUST00000060062.5" -41941 "ENSMUSG00000051276" "Actrt2" "actin-related protein T2" "Intergenic"
"1249" "chr1" 178467229 178467629 401 "*" 4.74012688678496 4.07989533178967 5.05605883395362 -0.507438103081423 0.000559912102732563 0.0361206767177589 "Promoter (2-3kb)" 1 178464470 178464636 167 1 "115487650" "ENSMUST00000083033.3" 2759 "ENSMUSG00000064967" "Gm24405" "predicted gene, 24405" "Promoter"
"1250" "chr14" 26807937 26808337 401 "*" 4.20439848496365 3.30406599314913 4.59340481871828 -0.49566179460953 0.000560120069440116 0.0361206767177589 "Promoter (1-2kb)" 14 26809722 26823448 13727 1 "171463" "ENSMUST00000225829.2" -1385 "ENSMUSG00000040717" "Il17rd" "interleukin 17 receptor D" "Promoter"
"1251" "chr14" 14643266 14643666 401 "*" 5.64121594069577 5.10561624216795 5.91234527678693 -0.489871972768217 0.000562629194837861 0.0362538922473538 "Intron (ENSMUST00000052678.9/286940, intron 1 of 45)" 14 14518185 14651816 133632 2 "286940" "ENSMUST00000052678.9" 8150 "ENSMUSG00000025278" "Flnb" "filamin, beta" "Intron"
"1252" "chr9" 71644960 71645360 401 "*" 4.27487955855884 3.46737440580099 4.63749414773948 -0.50719614447329 0.000563611929820639 0.036288620079869 "Intron (ENSMUST00000072899.9/68178, intron 1 of 18)" 9 71536493 71678842 142350 2 "68178" "ENSMUST00000122065.2" 33482 "ENSMUSG00000032232" "Cgnl1" "cingulin-like 1" "Intron"
"1253" "chr3" 152419640 152420040 401 "*" 6.85737615559927 6.42925645360171 7.08533912324471 -0.455147719053599 0.000564982833697366 0.0363482661773671 "Promoter (<=1kb)" 3 152419737 152494663 74927 1 "329777" "ENSMUST00000159899.8" 0 "ENSMUSG00000039047" "Pigk" "phosphatidylinositol glycan anchor biosynthesis, class K" "Promoter"
"1254" "chr6" 91684366 91684766 401 "*" 5.48292481849512 4.79750978816996 5.80729233953435 -0.508293942573567 0.000566097663525117 0.0363752104469635 "Intron (ENSMUST00000032185.9/21366, intron 2 of 14)" 6 91678638 91701844 23207 1 "21366" "ENSMUST00000205828.2" 5728 "ENSMUSG00000030096" "Slc6a6" "solute carrier family 6 (neurotransmitter transporter, taurine), member 6" "Intron"
"1255" "chr11" 108812405 108812805 401 "*" 6.35782473387604 5.91676297729302 6.5912282882854 -0.45902906588482 0.000566291340332451 0.0363752104469635 "Promoter (<=1kb)" 11 108812474 108814320 1847 1 "12006" "ENSMUST00000144511.2" 0 "ENSMUSG00000000142" "Axin2" "axin 2" "Promoter"
"1256" "chr1" 55484470 55484870 401 "*" 6.23449008827227 5.67719770152681 6.51380179865096 -0.493968804842685 0.00056749369491736 0.0364238300105122 "Promoter (<=1kb)" 1 55483233 55484183 951 2 "626009" "ENSMUST00000186507.2" -287 NA "Gm6644" "Akr1b3 pseudogene" "Promoter"
"1257" "chr5" 112494054 112494454 401 "*" 5.04586229900969 4.48032208329896 5.32824093279026 -0.499470057748783 0.000571557669326109 0.0366558985261144 "Intron (ENSMUST00000112359.9/192232, intron 2 of 13)" 5 112490966 112492753 1788 1 "192232" "ENSMUST00000175718.2" 3088 "ENSMUSG00000042328" "Hps4" "HPS4, biogenesis of lysosomal organelles complex 3 subunit 2" "Intron"
"1258" "chr5" 104169603 104170003 401 "*" 7.57846157852093 7.21204224019783 7.77950540102813 -0.424109966986216 0.000572428827464858 0.0366829978227284 "Promoter (<=1kb)" 5 104137628 104169785 32158 2 "114664" "ENSMUST00000031251.16" 0 "ENSMUSG00000029311" "Hsd17b11" "hydroxysteroid (17-beta) dehydrogenase 11" "Promoter"
"1259" "chr4" 150974362 150974762 401 "*" 5.01927807341956 4.27731937976726 5.36188817604776 -0.508085283158342 0.000572929137363262 0.0366863081927908 "Distal Intergenic" 4 150981841 150986292 4452 2 "57320" "ENSMUST00000132265.2" 11530 "ENSMUSG00000028964" "Park7" "Parkinson disease (autosomal recessive, early onset) 7" "Intergenic"
"1260" "chr5" 111343186 111343586 401 "*" 5.31115322471199 4.78851501572973 5.57731189779371 -0.484479852411436 0.000574853686790537 0.0367807401947279 "Intron (ENSMUST00000040111.10/209683, intron 7 of 23)" 5 111373324 111377281 3958 1 "209683" "ENSMUST00000125470.2" -29738 "ENSMUSG00000033209" "Ttc28" "tetratricopeptide repeat domain 28" "Intron"
"1261" "chr2" 157408304 157408704 401 "*" 7.00625277046158 6.64334028826669 7.20571618557906 -0.423305220224449 0.000575878530157701 0.0367965602673364 "Promoter (<=1kb)" 2 157398282 157408281 10000 2 "53619" "ENSMUST00000088494.3" -23 "ENSMUSG00000067787" "Blcap" "bladder cancer associated protein" "Promoter"
"1262" "chr15" 103064136 103064536 401 "*" 4.84696005435327 4.20333512777794 5.15722059195804 -0.503872617622047 0.000576000943404556 0.0367965602673364 "Promoter (1-2kb)" 15 103061734 103066429 4696 2 "71726" "ENSMUST00000064067.9" 1893 "ENSMUSG00000036061" "Smug1" "single-strand selective monofunctional uracil DNA glycosylase" "Promoter"
"1263" "chr2" 77879656 77880056 401 "*" 6.34167339899087 5.87395148624728 6.58606891142678 -0.469512453750022 0.000576909525507254 0.0368258328655177 "Promoter (<=1kb)" 2 77880030 78024784 144755 1 "78158" "ENSMUST00000240596.1" 0 "ENSMUSG00000054510" "4930440I19Rik" "RIKEN cDNA 4930440I19 gene" "Promoter"
"1264" "chr7" 112280056 112280456 401 "*" 5.53660752942753 5.00340589521092 5.80682187069586 -0.486505672568359 0.000577843460126016 0.0368566768599878 "Promoter (<=1kb)" 7 112264767 112279288 14522 2 "105244929" "ENSMUST00000211302.2" -768 NA "Gm40451" "predicted gene, 40451" "Promoter"
"1265" "chr7" 34786002 34786402 401 "*" 6.5689916448215 6.16578769745845 6.78628267895159 -0.440539171370306 0.00057948634132166 0.0368941586030644 "Promoter (<=1kb)" 7 34786261 34790267 4007 1 "102639258" "ENSMUST00000205323.2" 0 NA "Gm35611" "predicted gene, 35611" "Promoter"
"1266" "chr8" 12363346 12363746 401 "*" 4.56229932846088 3.80746018217496 4.90893482924422 -0.507665473260872 0.000580001736209746 0.0368941586030644 "Distal Intergenic" 8 12365004 12369480 4477 2 "102635976" "ENSMUST00000211562.2" 5734 "ENSMUSG00000110412" "Gm33175" "predicted gene, 33175" "Intergenic"
"1267" "chr7" 111874285 111874685 401 "*" 4.29419139839664 3.47139054856846 4.66130647041561 -0.5048030439804 0.000580071619564444 0.0368941586030644 "Intron (ENSMUST00000050149.12/320878, intron 3 of 19)" 7 111870506 111953182 82677 1 "320878" "ENSMUST00000037991.12" 3779 "ENSMUSG00000038244" "Mical2" "microtubule associated monooxygenase, calponin and LIM domain containing 2" "Intron"
"1268" "chr6" 30628035 30628435 401 "*" 5.90836239297547 5.28157551893858 6.21278218712027 -0.503406799740016 0.000580235880684123 0.0368941586030644 "Intron (ENSMUST00000062758.11/74649, intron 9 of 11)" 6 30639217 30645362 6146 1 "109697" "ENSMUST00000031806.10" -10782 "ENSMUSG00000054446" "Cpa1" "carboxypeptidase A1, pancreatic" "Intron"
"1269" "chr1" 7214687 7215087 401 "*" 4.26828492165884 3.26619290258744 4.68384495205068 -0.486078650133193 0.000581078347375317 0.0369190182322297 "Promoter (2-3kb)" 1 7217861 7240300 22440 1 "319263" "ENSMUST00000182675.8" -2774 "ENSMUSG00000051285" "Pcmtd1" "protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1" "Promoter"
"1270" "chr11" 97370489 97370889 401 "*" 5.1201280024956 4.46643167849745 5.43383851508963 -0.505784588440106 0.000582149814528677 0.0369239167936058 "Intron (ENSMUST00000121799.8/58996, intron 20 of 23)" 11 97381970 97393224 11255 1 "58996" "ENSMUST00000093940.4" -11081 "ENSMUSG00000049807" "Arhgap23" "Rho GTPase activating protein 23" "Intron"
"1271" "chr1" 132299384 132299784 401 "*" 5.10631241880318 4.30859086590155 5.4660157693619 -0.505798941159041 0.000582328258500797 0.0369239167936058 "Intron (ENSMUST00000045473.16/68875, intron 2 of 4)" 1 132284054 132295625 11572 2 "68875" "ENSMUST00000142609.8" -3759 "ENSMUSG00000042066" "Tmcc2" "transmembrane and coiled-coil domains 2" "Intron"
"1272" "chr11" 101112105 101112505 401 "*" 4.46933387408704 3.54345455565761 4.86523052202907 -0.495671657353586 0.000582510121850942 0.0369239167936058 "Intron (ENSMUST00000107284.8/14055, intron 1 of 20)" 11 101088215 101117252 29038 2 "14055" "ENSMUST00000100417.3" 4747 "ENSMUSG00000006920" "Ezh1" "enhancer of zeste 1 polycomb repressive complex 2 subunit" "Intron"
"1273" "chr10" 121346122 121346522 401 "*" 6.81406524822219 6.41698151295618 7.0286942720461 -0.442432685143376 0.000584391304427523 0.0369932867120312 "Promoter (<=1kb)" 10 121346209 121358901 12693 1 "102639366" "ENSMUST00000218852.3" 0 "ENSMUSG00000112527" "Gm35696" "predicted gene, 35696" "Promoter"
